국가,차량 모델,연도,월,판매량
서유럽,Kona (OS),2025,5월,1
서유럽,Kona (OS),2025,6월,1
서유럽,Kona (OS),2025,7월,1
서유럽,Kona (OS),2025,8월,1
서유럽,Kona (OS),2025,9월,1
서유럽,Kona (Ose- EV),2023,10월,1008
서유럽,Kona (Ose- EV),2023,11월,586
서유럽,Kona (Ose- EV),2023,12월,679
서유럽,Kona (Ose- EV),2023,1월,1158
서유럽,Kona (Ose- EV),2023,2월,1812
서유럽,Kona (Ose- EV),2023,3월,2731
서유럽,Kona (Ose- EV),2023,4월,1803
서유럽,Kona (Ose- EV),2023,5월,2134
서유럽,Kona (Ose- EV),2023,6월,2635
서유럽,Kona (Ose- EV),2023,7월,2561
서유럽,Kona (Ose- EV),2023,8월,2318
서유럽,Kona (Ose- EV),2023,9월,1619
서유럽,Kona (Ose- EV),2024,10월,1
서유럽,Kona (Ose- EV),2024,11월,3
서유럽,Kona (Ose- EV),2024,12월,4
서유럽,Kona (Ose- EV),2024,1월,201
서유럽,Kona (Ose- EV),2024,2월,666
서유럽,Kona (Ose- EV),2024,3월,154
서유럽,Kona (Ose- EV),2024,4월,42
서유럽,Kona (Ose- EV),2024,5월,40
서유럽,Kona (Ose- EV),2024,6월,38
서유럽,Kona (Ose- EV),2024,7월,16
서유럽,Kona (Ose- EV),2024,8월,4
서유럽,Kona (Ose- EV),2024,9월,5
서유럽,Kona (Ose- EV),2025,10월,1
서유럽,Kona (Ose- EV),2025,11월,1
서유럽,Kona (Ose- EV),2025,12월,1
서유럽,Kona (Ose- EV),2025,1월,1
서유럽,Kona (Ose- EV),2025,2월,1
서유럽,Kona (Ose- EV),2025,3월,1
서유럽,Kona (Ose- EV),2025,4월,1
서유럽,Kona (Ose- EV),2025,5월,1
서유럽,Kona (Ose- EV),2025,6월,1
서유럽,Kona (Ose- EV),2025,7월,1
서유럽,Kona (Ose- EV),2025,8월,1
서유럽,Kona (Ose- EV),2025,9월,1
서유럽,Kona (SX2 HEV),2023,10월,2932
서유럽,Kona (SX2 HEV),2023,11월,2218
서유럽,Kona (SX2 HEV),2023,12월,2526
서유럽,Kona (SX2 HEV),2023,1월,89
서유럽,Kona (SX2 HEV),2023,2월,89
서유럽,Kona (SX2 HEV),2023,3월,89
서유럽,Kona (SX2 HEV),2023,4월,89
서유럽,Kona (SX2 HEV),2023,5월,89
서유럽,Kona (SX2 HEV),2023,6월,811
서유럽,Kona (SX2 HEV),2023,7월,1525
서유럽,Kona (SX2 HEV),2023,8월,1528
서유럽,Kona (SX2 HEV),2023,9월,2758
서유럽,Kona (SX2 HEV),2024,10월,2784
서유럽,Kona (SX2 HEV),2024,11월,2617
서유럽,Kona (SX2 HEV),2024,12월,2256
서유럽,Kona (SX2 HEV),2024,1월,1779
서유럽,Kona (SX2 HEV),2024,2월,1540
서유럽,Kona (SX2 HEV),2024,3월,2784
서유럽,Kona (SX2 HEV),2024,4월,3449
서유럽,Kona (SX2 HEV),2024,5월,3291
서유럽,Kona (SX2 HEV),2024,6월,3974
서유럽,Kona (SX2 HEV),2024,7월,3240
서유럽,Kona (SX2 HEV),2024,8월,2324
서유럽,Kona (SX2 HEV),2024,9월,3448
서유럽,Kona (SX2 HEV),2025,10월,89
서유럽,Kona (SX2 HEV),2025,11월,89
서유럽,Kona (SX2 HEV),2025,12월,89
서유럽,Kona (SX2 HEV),2025,1월,2593
서유럽,Kona (SX2 HEV),2025,2월,89
서유럽,Kona (SX2 HEV),2025,3월,89
서유럽,Kona (SX2 HEV),2025,4월,89
서유럽,Kona (SX2 HEV),2025,5월,89
서유럽,Kona (SX2 HEV),2025,6월,89
서유럽,Kona (SX2 HEV),2025,7월,89
서유럽,Kona (SX2 HEV),2025,8월,89
서유럽,Kona (SX2 HEV),2025,9월,89
서유럽,Kona (SX2),2023,10월,1518
서유럽,Kona (SX2),2023,11월,2093
서유럽,Kona (SX2),2023,12월,1553
서유럽,Kona (SX2),2023,1월,3
서유럽,Kona (SX2),2023,2월,3
서유럽,Kona (SX2),2023,3월,3
서유럽,Kona (SX2),2023,4월,3
서유럽,Kona (SX2),2023,5월,3
서유럽,Kona (SX2),2023,6월,487
서유럽,Kona (SX2),2023,7월,839
서유럽,Kona (SX2),2023,8월,844
서유럽,Kona (SX2),2023,9월,1598
서유럽,Kona (SX2),2024,10월,1124
서유럽,Kona (SX2),2024,11월,1202
서유럽,Kona (SX2),2024,12월,839
서유럽,Kona (SX2),2024,1월,1454
서유럽,Kona (SX2),2024,2월,1503
서유럽,Kona (SX2),2024,3월,2401
서유럽,Kona (SX2),2024,4월,1588
서유럽,Kona (SX2),2024,5월,1722
서유럽,Kona (SX2),2024,6월,1652
서유럽,Kona (SX2),2024,7월,1209
서유럽,Kona (SX2),2024,8월,768
서유럽,Kona (SX2),2024,9월,1032
서유럽,Kona (SX2),2025,10월,3
서유럽,Kona (SX2),2025,11월,3
서유럽,Kona (SX2),2025,12월,3
서유럽,Kona (SX2),2025,1월,931
서유럽,Kona (SX2),2025,2월,3
서유럽,Kona (SX2),2025,3월,3
서유럽,Kona (SX2),2025,4월,3
서유럽,Kona (SX2),2025,5월,3
서유럽,Kona (SX2),2025,6월,3
서유럽,Kona (SX2),2025,7월,3
서유럽,Kona (SX2),2025,8월,3
서유럽,Kona (SX2),2025,9월,3
서유럽,Kona (SXe_EV),2023,10월,918
서유럽,Kona (SXe_EV),2023,11월,1547
서유럽,Kona (SXe_EV),2023,12월,1409
서유럽,Kona (SXe_EV),2023,1월,528
서유럽,Kona (SXe_EV),2023,2월,528
서유럽,Kona (SXe_EV),2023,3월,528
서유럽,Kona (SXe_EV),2023,4월,528
서유럽,Kona (SXe_EV),2023,5월,528
서유럽,Kona (SXe_EV),2023,6월,528
서유럽,Kona (SXe_EV),2023,7월,528
서유럽,Kona (SXe_EV),2023,8월,528
서유럽,Kona (SXe_EV),2023,9월,706
서유럽,Kona (SXe_EV),2024,10월,2622
서유럽,Kona (SXe_EV),2024,11월,2021
서유럽,Kona (SXe_EV),2024,12월,2345
서유럽,Kona (SXe_EV),2024,1월,1330
서유럽,Kona (SXe_EV),2024,2월,1817
서유럽,Kona (SXe_EV),2024,3월,3172
서유럽,Kona (SXe_EV),2024,4월,2341
서유럽,Kona (SXe_EV),2024,5월,2347
서유럽,Kona (SXe_EV),2024,6월,2672
서유럽,Kona (SXe_EV),2024,7월,2396
서유럽,Kona (SXe_EV),2024,8월,1904
서유럽,Kona (SXe_EV),2024,9월,3509
서유럽,Kona (SXe_EV),2025,10월,528
서유럽,Kona (SXe_EV),2025,11월,528
서유럽,Kona (SXe_EV),2025,12월,528
서유럽,Kona (SXe_EV),2025,1월,1927
서유럽,Kona (SXe_EV),2025,2월,528
서유럽,Kona (SXe_EV),2025,3월,528
서유럽,Kona (SXe_EV),2025,4월,528
서유럽,Kona (SXe_EV),2025,5월,528
서유럽,Kona (SXe_EV),2025,6월,528
서유럽,Kona (SXe_EV),2025,7월,528
서유럽,Kona (SXe_EV),2025,8월,528
서유럽,Kona (SXe_EV),2025,9월,528
서유럽,Kona N,2024,10월,1
서유럽,Kona N,2024,11월,3
서유럽,Kona N,2024,12월,1
서유럽,Kona N,2024,1월,21
서유럽,Kona N,2024,2월,6
서유럽,Kona N,2024,3월,5
서유럽,Kona N,2024,4월,5
서유럽,Kona N,2024,5월,1
서유럽,Kona N,2024,6월,1
서유럽,Kona N,2024,7월,1
서유럽,Kona N,2024,8월,1
서유럽,Kona N,2024,9월,1
서유럽,Kona N,2025,10월,1
서유럽,Kona N,2025,11월,1
서유럽,Kona N,2025,12월,1
서유럽,Kona N,2025,1월,1
서유럽,Kona N,2025,2월,1
서유럽,Kona N,2025,3월,1
서유럽,Kona N,2025,4월,1
서유럽,Kona N,2025,5월,1
서유럽,Kona N,2025,6월,1
서유럽,Kona N,2025,7월,1
서유럽,Kona N,2025,8월,1
서유럽,Kona N,2025,9월,1
서유럽,Kona N (OS N),2023,10월,98
서유럽,Kona N (OS N),2023,11월,79
서유럽,Kona N (OS N),2023,12월,68
서유럽,Kona N (OS N),2023,1월,164
서유럽,Kona N (OS N),2023,2월,120
서유럽,Kona N (OS N),2023,3월,339
서유럽,Kona N (OS N),2023,4월,471
서유럽,Kona N (OS N),2023,5월,329
서유럽,Kona N (OS N),2023,6월,108
서유럽,Kona N (OS N),2023,7월,86
서유럽,Kona N (OS N),2023,8월,67
서유럽,Kona N (OS N),2023,9월,105
서유럽,Light CV,2023,10월,289
서유럽,Light CV,2023,11월,357
서유럽,Light CV,2023,12월,414
서유럽,Light CV,2023,1월,221
서유럽,Light CV,2023,2월,290
서유럽,Light CV,2023,3월,366
서유럽,Light CV,2023,4월,216
서유럽,Light CV,2023,5월,217
서유럽,Light CV,2023,6월,611
서유럽,Light CV,2023,7월,307
서유럽,Light CV,2023,8월,268
서유럽,Light CV,2023,9월,525
서유럽,Light CV,2024,10월,175
서유럽,Light CV,2024,11월,319
서유럽,Light CV,2024,12월,72
서유럽,Light CV,2024,1월,296
서유럽,Light CV,2024,2월,551
서유럽,Light CV,2024,3월,447
서유럽,Light CV,2024,4월,386
서유럽,Light CV,2024,5월,383
서유럽,Light CV,2024,6월,274
서유럽,Light CV,2024,7월,165
서유럽,Light CV,2024,8월,139
서유럽,Light CV,2024,9월,67
서유럽,Light CV,2025,10월,67
서유럽,Light CV,2025,11월,67
서유럽,Light CV,2025,12월,67
서유럽,Light CV,2025,1월,148
서유럽,Light CV,2025,2월,67
서유럽,Light CV,2025,3월,67
서유럽,Light CV,2025,4월,67
서유럽,Light CV,2025,5월,67
서유럽,Light CV,2025,6월,67
서유럽,Light CV,2025,7월,67
서유럽,Light CV,2025,8월,67
서유럽,Light CV,2025,9월,67
서유럽,NEXO (FE),2023,10월,2
서유럽,NEXO (FE),2023,11월,2
서유럽,NEXO (FE),2023,12월,1
서유럽,NEXO (FE),2023,1월,44
서유럽,NEXO (FE),2023,2월,2
서유럽,NEXO (FE),2023,3월,9
서유럽,NEXO (FE),2023,4월,6
서유럽,NEXO (FE),2023,5월,5
서유럽,NEXO (FE),2023,6월,16
서유럽,NEXO (FE),2023,7월,9
서유럽,NEXO (FE),2023,8월,1
서유럽,NEXO (FE),2023,9월,1
서유럽,NEXO (FE),2024,10월,1
서유럽,NEXO (FE),2024,11월,1
서유럽,NEXO (FE),2024,12월,1
서유럽,NEXO (FE),2024,1월,1
서유럽,NEXO (FE),2024,2월,2
서유럽,NEXO (FE),2024,3월,1
서유럽,NEXO (FE),2024,4월,1
서유럽,NEXO (FE),2024,5월,1
서유럽,NEXO (FE),2024,6월,1
서유럽,NEXO (FE),2024,7월,1
서유럽,NEXO (FE),2024,8월,4
서유럽,NEXO (FE),2024,9월,1
서유럽,NEXO (FE),2025,10월,1
서유럽,NEXO (FE),2025,11월,1
서유럽,NEXO (FE),2025,12월,1
서유럽,NEXO (FE),2025,1월,1
서유럽,NEXO (FE),2025,2월,1
서유럽,NEXO (FE),2025,3월,1
서유럽,NEXO (FE),2025,4월,1
서유럽,NEXO (FE),2025,5월,1
서유럽,NEXO (FE),2025,6월,1
서유럽,NEXO (FE),2025,7월,1
서유럽,NEXO (FE),2025,8월,1
서유럽,NEXO (FE),2025,9월,1
서유럽,Santa Fe HEV (MX5 HEV),2024,10월,496
서유럽,Santa Fe HEV (MX5 HEV),2024,11월,582
서유럽,Santa Fe HEV (MX5 HEV),2024,12월,366
서유럽,Santa Fe HEV (MX5 HEV),2024,1월,115
서유럽,Santa Fe HEV (MX5 HEV),2024,2월,115
서유럽,Santa Fe HEV (MX5 HEV),2024,3월,115
서유럽,Santa Fe HEV (MX5 HEV),2024,4월,115
서유럽,Santa Fe HEV (MX5 HEV),2024,5월,115
서유럽,Santa Fe HEV (MX5 HEV),2024,6월,115
서유럽,Santa Fe HEV (MX5 HEV),2024,7월,304
서유럽,Santa Fe HEV (MX5 HEV),2024,8월,419
서유럽,Santa Fe HEV (MX5 HEV),2024,9월,724
서유럽,Santa Fe HEV (MX5 HEV),2025,10월,115
서유럽,Santa Fe HEV (MX5 HEV),2025,11월,115
서유럽,Santa Fe HEV (MX5 HEV),2025,12월,115
서유럽,Santa Fe HEV (MX5 HEV),2025,1월,483
서유럽,Santa Fe HEV (MX5 HEV),2025,2월,115
서유럽,Santa Fe HEV (MX5 HEV),2025,3월,115
서유럽,Santa Fe HEV (MX5 HEV),2025,4월,115
서유럽,Santa Fe HEV (MX5 HEV),2025,5월,115
서유럽,Santa Fe HEV (MX5 HEV),2025,6월,115
서유럽,Santa Fe HEV (MX5 HEV),2025,7월,115
서유럽,Santa Fe HEV (MX5 HEV),2025,8월,115
서유럽,Santa Fe HEV (MX5 HEV),2025,9월,115
서유럽,Santa Fe HEV (TM HEV),2023,10월,336
서유럽,Santa Fe HEV (TM HEV),2023,11월,264
서유럽,Santa Fe HEV (TM HEV),2023,12월,204
서유럽,Santa Fe HEV (TM HEV),2023,1월,467
서유럽,Santa Fe HEV (TM HEV),2023,2월,307
서유럽,Santa Fe HEV (TM HEV),2023,3월,486
서유럽,Santa Fe HEV (TM HEV),2023,4월,377
서유럽,Santa Fe HEV (TM HEV),2023,5월,306
서유럽,Santa Fe HEV (TM HEV),2023,6월,460
서유럽,Santa Fe HEV (TM HEV),2023,7월,344
서유럽,Santa Fe HEV (TM HEV),2023,8월,266
서유럽,Santa Fe HEV (TM HEV),2023,9월,512
서유럽,Santa Fe HEV (TM HEV),2024,10월,9
서유럽,Santa Fe HEV (TM HEV),2024,11월,7
서유럽,Santa Fe HEV (TM HEV),2024,12월,7
서유럽,Santa Fe HEV (TM HEV),2024,1월,170
서유럽,Santa Fe HEV (TM HEV),2024,2월,87
서유럽,Santa Fe HEV (TM HEV),2024,3월,155
서유럽,Santa Fe HEV (TM HEV),2024,4월,60
서유럽,Santa Fe HEV (TM HEV),2024,5월,49
서유럽,Santa Fe HEV (TM HEV),2024,6월,34
서유럽,Santa Fe HEV (TM HEV),2024,7월,13
서유럽,Santa Fe HEV (TM HEV),2024,8월,7
서유럽,Santa Fe HEV (TM HEV),2024,9월,8
서유럽,Santa Fe HEV (TM HEV),2025,10월,7
서유럽,Santa Fe HEV (TM HEV),2025,11월,7
서유럽,Santa Fe HEV (TM HEV),2025,12월,7
서유럽,Santa Fe HEV (TM HEV),2025,1월,7
서유럽,Santa Fe HEV (TM HEV),2025,2월,7
서유럽,Santa Fe HEV (TM HEV),2025,3월,7
서유럽,Santa Fe HEV (TM HEV),2025,4월,7
서유럽,Santa Fe HEV (TM HEV),2025,5월,7
서유럽,Santa Fe HEV (TM HEV),2025,6월,7
서유럽,Santa Fe HEV (TM HEV),2025,7월,7
서유럽,Santa Fe HEV (TM HEV),2025,8월,7
서유럽,Santa Fe HEV (TM HEV),2025,9월,7
서유럽,Santa Fe PHEV (MX5 PHEV),2024,10월,357
서유럽,Santa Fe PHEV (MX5 PHEV),2024,11월,309
서유럽,Santa Fe PHEV (MX5 PHEV),2024,12월,382
서유럽,Santa Fe PHEV (MX5 PHEV),2024,1월,1
서유럽,Santa Fe PHEV (MX5 PHEV),2024,2월,1
서유럽,Santa Fe PHEV (MX5 PHEV),2024,3월,1
서유럽,Santa Fe PHEV (MX5 PHEV),2024,4월,1
서유럽,Santa Fe PHEV (MX5 PHEV),2024,5월,1
서유럽,Santa Fe PHEV (MX5 PHEV),2024,6월,323
서유럽,Santa Fe PHEV (MX5 PHEV),2024,7월,288
서유럽,Santa Fe PHEV (MX5 PHEV),2024,8월,269
서유럽,Santa Fe PHEV (MX5 PHEV),2024,9월,393
서유럽,Santa Fe PHEV (MX5 PHEV),2025,10월,1
서유럽,Santa Fe PHEV (MX5 PHEV),2025,11월,1
서유럽,Santa Fe PHEV (MX5 PHEV),2025,12월,1
서유럽,Santa Fe PHEV (MX5 PHEV),2025,1월,483
서유럽,Santa Fe PHEV (MX5 PHEV),2025,2월,1
서유럽,Santa Fe PHEV (MX5 PHEV),2025,3월,1
서유럽,Santa Fe PHEV (MX5 PHEV),2025,4월,1
서유럽,Santa Fe PHEV (MX5 PHEV),2025,5월,1
서유럽,Santa Fe PHEV (MX5 PHEV),2025,6월,1
서유럽,Santa Fe PHEV (MX5 PHEV),2025,7월,1
서유럽,Santa Fe PHEV (MX5 PHEV),2025,8월,1
서유럽,Santa Fe PHEV (MX5 PHEV),2025,9월,1
서유럽,Santa Fe PHEV (TM PHEV),2023,10월,365
서유럽,Santa Fe PHEV (TM PHEV),2023,11월,270
서유럽,Santa Fe PHEV (TM PHEV),2023,12월,244
서유럽,Santa Fe PHEV (TM PHEV),2023,1월,200
서유럽,Santa Fe PHEV (TM PHEV),2023,2월,127
서유럽,Santa Fe PHEV (TM PHEV),2023,3월,161
서유럽,Santa Fe PHEV (TM PHEV),2023,4월,272
서유럽,Santa Fe PHEV (TM PHEV),2023,5월,355
서유럽,Santa Fe PHEV (TM PHEV),2023,6월,498
서유럽,Santa Fe PHEV (TM PHEV),2023,7월,330
서유럽,Santa Fe PHEV (TM PHEV),2023,8월,281
서유럽,Santa Fe PHEV (TM PHEV),2023,9월,483
서유럽,Santa Fe PHEV (TM PHEV),2024,10월,31
서유럽,Santa Fe PHEV (TM PHEV),2024,11월,41
서유럽,Santa Fe PHEV (TM PHEV),2024,12월,17
서유럽,Santa Fe PHEV (TM PHEV),2024,1월,203
서유럽,Santa Fe PHEV (TM PHEV),2024,2월,146
서유럽,Santa Fe PHEV (TM PHEV),2024,3월,123
서유럽,Santa Fe PHEV (TM PHEV),2024,4월,66
서유럽,Santa Fe PHEV (TM PHEV),2024,5월,60
서유럽,Santa Fe PHEV (TM PHEV),2024,6월,55
서유럽,Santa Fe PHEV (TM PHEV),2024,7월,61
서유럽,Santa Fe PHEV (TM PHEV),2024,8월,55
서유럽,Santa Fe PHEV (TM PHEV),2024,9월,17
서유럽,Santa Fe PHEV (TM PHEV),2025,10월,17
서유럽,Santa Fe PHEV (TM PHEV),2025,11월,17
서유럽,Santa Fe PHEV (TM PHEV),2025,12월,17
서유럽,Santa Fe PHEV (TM PHEV),2025,1월,39
서유럽,Santa Fe PHEV (TM PHEV),2025,2월,17
서유럽,Santa Fe PHEV (TM PHEV),2025,3월,17
서유럽,Santa Fe PHEV (TM PHEV),2025,4월,17
서유럽,Santa Fe PHEV (TM PHEV),2025,5월,17
서유럽,Santa Fe PHEV (TM PHEV),2025,6월,17
서유럽,Santa Fe PHEV (TM PHEV),2025,7월,17
서유럽,Santa Fe PHEV (TM PHEV),2025,8월,17
서유럽,Santa Fe PHEV (TM PHEV),2025,9월,17
서유럽,Santa-Fe (TM),2023,10월,371
서유럽,Santa-Fe (TM),2023,11월,198
서유럽,Santa-Fe (TM),2023,12월,105
서유럽,Santa-Fe (TM),2023,1월,230
서유럽,Santa-Fe (TM),2023,2월,320
서유럽,Santa-Fe (TM),2023,3월,387
서유럽,Santa-Fe (TM),2023,4월,260
서유럽,Santa-Fe (TM),2023,5월,258
서유럽,Santa-Fe (TM),2023,6월,230
서유럽,Santa-Fe (TM),2023,7월,161
서유럽,Santa-Fe (TM),2023,8월,181
서유럽,Santa-Fe (TM),2023,9월,205
서유럽,Santa-Fe (TM),2024,10월,2
서유럽,Santa-Fe (TM),2024,11월,2
서유럽,Santa-Fe (TM),2024,12월,2
서유럽,Santa-Fe (TM),2024,1월,72
서유럽,Santa-Fe (TM),2024,2월,42
서유럽,Santa-Fe (TM),2024,3월,47
서유럽,Santa-Fe (TM),2024,4월,36
서유럽,Santa-Fe (TM),2024,5월,13
서유럽,Santa-Fe (TM),2024,6월,13
서유럽,Santa-Fe (TM),2024,7월,7
서유럽,Santa-Fe (TM),2024,8월,5
서유럽,Santa-Fe (TM),2024,9월,2
서유럽,Santa-Fe (TM),2025,10월,2
서유럽,Santa-Fe (TM),2025,11월,2
서유럽,Santa-Fe (TM),2025,12월,2
서유럽,Santa-Fe (TM),2025,1월,2
서유럽,Santa-Fe (TM),2025,2월,2
서유럽,Santa-Fe (TM),2025,3월,2
서유럽,Santa-Fe (TM),2025,4월,2
서유럽,Santa-Fe (TM),2025,5월,2
서유럽,Santa-Fe (TM),2025,6월,2
서유럽,Santa-Fe (TM),2025,7월,2
서유럽,Santa-Fe (TM),2025,8월,2
서유럽,Santa-Fe (TM),2025,9월,2
서유럽,Tucson (NX4e HEV),2023,10월,4269
서유럽,Tucson (NX4e HEV),2023,11월,4501
서유럽,Tucson (NX4e HEV),2023,12월,4105
서유럽,Tucson (NX4e HEV),2023,1월,3373
서유럽,Tucson (NX4e HEV),2023,2월,3959
서유럽,Tucson (NX4e HEV),2023,3월,6497
서유럽,Tucson (NX4e HEV),2023,4월,4423
서유럽,Tucson (NX4e HEV),2023,5월,4543
서유럽,Tucson (NX4e HEV),2023,6월,5291
서유럽,Tucson (NX4e HEV),2023,7월,3606
서유럽,Tucson (NX4e HEV),2023,8월,2228
서유럽,Tucson (NX4e HEV),2023,9월,5608
서유럽,Tucson (NX4e HEV),2024,10월,4637
서유럽,Tucson (NX4e HEV),2024,11월,4885
서유럽,Tucson (NX4e HEV),2024,12월,4374
서유럽,Tucson (NX4e HEV),2024,1월,3725
서유럽,Tucson (NX4e HEV),2024,2월,3287
서유럽,Tucson (NX4e HEV),2024,3월,6124
서유럽,Tucson (NX4e HEV),2024,4월,4289
서유럽,Tucson (NX4e HEV),2024,5월,4181
서유럽,Tucson (NX4e HEV),2024,6월,5065
서유럽,Tucson (NX4e HEV),2024,7월,5024
서유럽,Tucson (NX4e HEV),2024,8월,2960
서유럽,Tucson (NX4e HEV),2024,9월,6658
서유럽,Tucson (NX4e HEV),2025,10월,2228
서유럽,Tucson (NX4e HEV),2025,11월,2228
서유럽,Tucson (NX4e HEV),2025,12월,2228
서유럽,Tucson (NX4e HEV),2025,1월,4042
서유럽,Tucson (NX4e HEV),2025,2월,2228
서유럽,Tucson (NX4e HEV),2025,3월,2228
서유럽,Tucson (NX4e HEV),2025,4월,2228
서유럽,Tucson (NX4e HEV),2025,5월,2228
서유럽,Tucson (NX4e HEV),2025,6월,2228
서유럽,Tucson (NX4e HEV),2025,7월,2228
서유럽,Tucson (NX4e HEV),2025,8월,2228
서유럽,Tucson (NX4e HEV),2025,9월,2228
서유럽,Tucson (NX4e PHEV),2023,10월,1771
서유럽,Tucson (NX4e PHEV),2023,11월,1741
서유럽,Tucson (NX4e PHEV),2023,12월,1394
서유럽,Tucson (NX4e PHEV),2023,1월,1476
서유럽,Tucson (NX4e PHEV),2023,2월,1322
서유럽,Tucson (NX4e PHEV),2023,3월,2201
서유럽,Tucson (NX4e PHEV),2023,4월,1934
서유럽,Tucson (NX4e PHEV),2023,5월,2120
서유럽,Tucson (NX4e PHEV),2023,6월,2166
서유럽,Tucson (NX4e PHEV),2023,7월,1331
서유럽,Tucson (NX4e PHEV),2023,8월,908
서유럽,Tucson (NX4e PHEV),2023,9월,1640
서유럽,Tucson (NX4e PHEV),2024,10월,1315
서유럽,Tucson (NX4e PHEV),2024,11월,1571
서유럽,Tucson (NX4e PHEV),2024,12월,1252
서유럽,Tucson (NX4e PHEV),2024,1월,1195
서유럽,Tucson (NX4e PHEV),2024,2월,842
서유럽,Tucson (NX4e PHEV),2024,3월,1987
서유럽,Tucson (NX4e PHEV),2024,4월,1227
서유럽,Tucson (NX4e PHEV),2024,5월,1530
서유럽,Tucson (NX4e PHEV),2024,6월,1302
서유럽,Tucson (NX4e PHEV),2024,7월,1164
서유럽,Tucson (NX4e PHEV),2024,8월,961
서유럽,Tucson (NX4e PHEV),2024,9월,1599
서유럽,Tucson (NX4e PHEV),2025,10월,842
서유럽,Tucson (NX4e PHEV),2025,11월,842
서유럽,Tucson (NX4e PHEV),2025,12월,842
서유럽,Tucson (NX4e PHEV),2025,1월,1477
서유럽,Tucson (NX4e PHEV),2025,2월,842
서유럽,Tucson (NX4e PHEV),2025,3월,842
서유럽,Tucson (NX4e PHEV),2025,4월,842
서유럽,Tucson (NX4e PHEV),2025,5월,842
서유럽,Tucson (NX4e PHEV),2025,6월,842
서유럽,Tucson (NX4e PHEV),2025,7월,842
서유럽,Tucson (NX4e PHEV),2025,8월,842
서유럽,Tucson (NX4e PHEV),2025,9월,842
서유럽,Tucson (NX4e),2023,10월,5432
서유럽,Tucson (NX4e),2023,11월,5219
서유럽,Tucson (NX4e),2023,12월,4874
서유럽,Tucson (NX4e),2023,1월,3622
서유럽,Tucson (NX4e),2023,2월,4449
서유럽,Tucson (NX4e),2023,3월,7501
서유럽,Tucson (NX4e),2023,4월,4779
서유럽,Tucson (NX4e),2023,5월,5322
서유럽,Tucson (NX4e),2023,6월,5966
서유럽,Tucson (NX4e),2023,7월,5377
서유럽,Tucson (NX4e),2023,8월,3039
서유럽,Tucson (NX4e),2023,9월,5698
서유럽,Tucson (NX4e),2024,10월,4148
서유럽,Tucson (NX4e),2024,11월,4811
서유럽,Tucson (NX4e),2024,12월,3839
서유럽,Tucson (NX4e),2024,1월,3949
서유럽,Tucson (NX4e),2024,2월,4372
서유럽,Tucson (NX4e),2024,3월,6706
서유럽,Tucson (NX4e),2024,4월,4153
서유럽,Tucson (NX4e),2024,5월,5081
서유럽,Tucson (NX4e),2024,6월,5239
서유럽,Tucson (NX4e),2024,7월,4218
서유럽,Tucson (NX4e),2024,8월,3048
서유럽,Tucson (NX4e),2024,9월,4665
서유럽,Tucson (NX4e),2025,10월,2930
서유럽,Tucson (NX4e),2025,11월,2930
서유럽,Tucson (NX4e),2025,12월,2930
서유럽,Tucson (NX4e),2025,1월,2930
서유럽,Tucson (NX4e),2025,2월,2930
서유럽,Tucson (NX4e),2025,3월,2930
서유럽,Tucson (NX4e),2025,4월,2930
서유럽,Tucson (NX4e),2025,5월,2930
서유럽,Tucson (NX4e),2025,6월,2930
서유럽,Tucson (NX4e),2025,7월,2930
서유럽,Tucson (NX4e),2025,8월,2930
서유럽,Tucson (NX4e),2025,9월,2930
서유럽,i10 (AC3),2023,10월,3965
서유럽,i10 (AC3),2023,11월,4564
서유럽,i10 (AC3),2023,12월,3953
서유럽,i10 (AC3),2023,1월,4791
서유럽,i10 (AC3),2023,2월,3820
서유럽,i10 (AC3),2023,3월,5365
서유럽,i10 (AC3),2023,4월,3514
서유럽,i10 (AC3),2023,5월,4714
서유럽,i10 (AC3),2023,6월,5812
서유럽,i10 (AC3),2023,7월,4593
서유럽,i10 (AC3),2023,8월,2961
서유럽,i10 (AC3),2023,9월,4762
서유럽,i10 (AC3),2024,10월,5257
서유럽,i10 (AC3),2024,11월,4988
서유럽,i10 (AC3),2024,12월,3511
서유럽,i10 (AC3),2024,1월,4120
서유럽,i10 (AC3),2024,2월,4148
서유럽,i10 (AC3),2024,3월,5293
서유럽,i10 (AC3),2024,4월,4120
서유럽,i10 (AC3),2024,5월,5490
서유럽,i10 (AC3),2024,6월,6588
서유럽,i10 (AC3),2024,7월,5534
서유럽,i10 (AC3),2024,8월,3781
서유럽,i10 (AC3),2024,9월,6136
서유럽,i10 (AC3),2025,10월,2961
서유럽,i10 (AC3),2025,11월,2961
서유럽,i10 (AC3),2025,12월,2961
서유럽,i10 (AC3),2025,1월,4224
서유럽,i10 (AC3),2025,2월,2961
서유럽,i10 (AC3),2025,3월,2961
서유럽,i10 (AC3),2025,4월,2961
서유럽,i10 (AC3),2025,5월,2961
서유럽,i10 (AC3),2025,6월,2961
서유럽,i10 (AC3),2025,7월,2961
서유럽,i10 (AC3),2025,8월,2961
서유럽,i10 (AC3),2025,9월,2961
서유럽,i20 (BC3),2023,10월,3872
서유럽,i20 (BC3),2023,11월,3459
서유럽,i20 (BC3),2023,12월,3041
서유럽,i20 (BC3),2023,1월,3100
서유럽,i20 (BC3),2023,2월,3221
서유럽,i20 (BC3),2023,3월,5174
서유럽,i20 (BC3),2023,4월,4437
